doc_id,route,agent1_model,agent1_chemical,agent1_physical,agent1_biological,agent1_methodology,agent1_frame,agent1_n_items,agent1_raw,agent1_time_s,agent1_parse_error,agent1_error,kw_top_pbs,kw_top_score,agent3_model,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,agent3_time_s,agent3_error,agent4_invoked,agent4_decision,agent4_confidence,agent4_reasoning,agent4_candidates,agent4_time_s,agent4_error,final_primary_pb,total_time_s
a60e993db94a,llm_judged,qwen2.5:3b,,"CO2 partial pressures; pH scenarios; *180–425 latm; *550–800, *1,300, *2,000 latm; *550–800, *1,300, *2,000 latm",fertilization success; polyspermy; embryo formation; intracellular pH changes,measured,earth_sciences,9,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""CO2 partial pressures"", ""pH scenarios"", ""*180–425 latm"", ""*550–800, *1,300, *2,000 latm"", ""*550–800, *1,300, *2,000 latm""],
  ""biological_observations"": [""fertilization success"", ""polyspermy"", ""embryo formation"", ""intracellular pH changes""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.598,,,,0,qwen2.5:14b,PB2,High,None,"PB1, PB7","The study measures the effects of varying pH levels on fertilization success in sea urchins, explicitly manipulating CO2 partial pressures to simulate different ocean acidification scenarios. This directly aligns with PB2's core definition and activation logic concerning anthropogenic CO2 uptake and its impact on marine organisms. The biological observations and physical metrics related to pH changes are central to the analysis, not merely background context.",5.217,,,,,,,,,PB2,7.817
bdf5eac988ad,llm_judged,qwen2.5:3b,polylactide,,,mentioned,engineering,1,"{
  ""chemical_species"": [""polylactide""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.886,,,PB8(4),4,qwen2.5:14b,PB8,High,None,"PB1, PB4, PB5, PB6, PB7","The abstract focuses on reviewing research and technologies related to polylactide (PLA), a bioplastic, and its waste management strategies. The primary variable discussed is the material itself and its environmental impact through waste accumulation. This aligns with PB8 due to the mention of synthetic chemicals and their potential harmful effects in the environment. The abstract does not measure or model any specific biophysical variables but discusses novel entities like PLA within a circular economy context.",5.932,,,,,,,,,PB8,6.82
aac5539aa27b,llm_judged,qwen2.5:3b,N2O,pH; NO3- reduction rate; N2 production rate; N2O production rate; N2O:N2 production ratio,denitriﬁcation process; N2O emissions; soil pH variability,measured,earth_sciences,9,"{
  ""chemical_species"": [""N2O""],
  ""physical_metrics"": [""pH"", ""NO3- reduction rate"", ""N2 production rate"", ""N2O production rate"", ""N2O:N2 production ratio""],
  ""biological_observations"": [""denitriﬁcation process"", ""N2O emissions"", ""soil pH variability""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.89,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5","The research quantifies the effects of soil pH on N2O emissions and production rates through controlled incubation experiments and field measurements. The primary focus is on biogeochemical flows, specifically nitrogen cycling processes that are directly linked to nutrient loading and eutrophication risks. This aligns with PB4's core definition of disrupting nitrogen cycles due to human activity. While the abstract mentions soil pH variability and its impact on N2O emissions, it does not delve into broader climate impacts or water use issues, ruling out PB1 and PB5 respectively.",6.28,,,,,,,,,PB4,8.173
ed3a2e5f0c07,llm_judged,qwen2.5:3b,nutrient; sponge; microbial; coral; temperature,,sponge-microbe associations; health and microbial community dynamics; eukaryotic community; archaeal associations,measured,biology,9,"{
  ""chemical_species"": [""nutrient"", ""sponge"", ""microbial"", ""coral"", ""temperature""],
  ""physical_metrics"": [],
  ""biological_observations"": [""sponge-microbe associations"", ""health and microbial community dynamics"", ""eukaryotic community"", ""archaeal associations""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",1.711,,,PB2(3); PB4(3),3,qwen2.5:14b,PB4,High,PB2,PB1,"The research measures the impact of elevated nutrients and seawater temperature on microbial community dynamics in marine sponges. The primary focus is on nutrient loading (eutrophication) and temperature changes, which directly relate to PB4 and PB1 respectively. However, while eutrophication is explicitly measured, climate change aspects are only mentioned as background context without active measurement or modeling of warming effects.",5.57,,,,,,,,,PB4,7.285
080e222eec5e,llm_judged,qwen2.5:3b,CFCs; N2O; SF6; CH4; CO; H2,O3; H2O,,measured,engineering,8,"{
  ""chemical_species"": [""CFCs"", ""N2O"", ""SF6"", ""CH4"", ""CO"", ""H2""],
  ""physical_metrics"": [""O3"", ""H2O""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""engineering""
}",1.398,,,PB1(6); PB3(6),6,qwen2.5:14b,PB3,High,PB9,PB1,"The abstract describes the design and deployment of UCATS, a device for measuring atmospheric trace gases including chlorofluorocarbons (CFCs), nitrous oxide (N2O), sulfur hexafluoride (SF6), methane (CH4), carbon monoxide (CO), molecular hydrogen (H2), ozone (O3), and water vapor (H2O). The primary focus is on the measurement of these gases, particularly CFCs which are linked to stratospheric ozone depletion. While there is mention of greenhouse gases like CH4, this does not activate PB1 as it lacks explicit climate impact language.",7.32,,,,,,,,,PB3,8.721
074d00932720,llm_judged,qwen2.5:3b,HCl; ClO,temperature; air mass; trajectory; chlorine activation; PSCs composition classes; NAT; STS; ice clouds; frost point,,none,chemistry,11,"{
  ""chemical_species"": [""HCl"", ""ClO""],
  ""physical_metrics"": [""temperature"", ""air mass"", ""trajectory"", ""chlorine activation"", ""PSCs composition classes"", ""NAT"", ""STS"", ""ice clouds"", ""frost point""],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""chemistry""
}",1.694,,,,0,qwen2.5:14b,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The research focuses on the composition of polar stratospheric clouds (PSCs) and chlorine activation levels based on temperature history. The study measures PSC composition classes, NAT, STS, ice cloud formation, and chlorine activation thresholds in relation to temperature changes. This aligns with PB3's core definition concerning ozone-depleting substances and their impact on the stratospheric ozone layer. The abstract explicitly discusses HCl and ClO measurements along air mass trajectories, which are directly related to ozone depletion processes.",6.718,,,,,,,,,PB3,8.415
5b69b4b177c8,llm_judged,qwen2.5:3b,,ozone; latitude; pressure,,modelled,earth_sciences,3,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""ozone"", ""latitude"", ""pressure""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.102,,,,0,qwen2.5:14b,PB3,High,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes the development of a high-resolution ozone database using satellite and ozonesonde data, focusing on stratospheric ozone levels. The methodology involves merging sparse measurements with regression models to provide global coverage. This work directly addresses the core definition of PB3 by dealing explicitly with stratospheric ozone layer monitoring and assessment. The small extractor's indication of 'methodology: modelled' aligns with this interpretation, while the keyword overlap scorer did not identify any specific Planetary Boundary terms.",6.731,,,,,,,,,PB3,7.837
c8b475531d7e,llm_judged,qwen2.5:3b,,tropopause temperature; total ozone,,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""tropopause temperature"", ""total ozone""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.049,,,,0,qwen2.5:14b,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the measurement of total ozone levels and their asymmetry over Antarctica during spring, using TOMS data from 1979 to 2005. The study quantifies zonal anomalies in total ozone distribution and discusses tropopause temperature shifts. This operational object aligns with PB3's core definition concerning stratospheric ozone depletion, as it directly measures changes in the ozone layer. While the small extractor correctly identified 'total ozone' as a physical metric, it did not detect any chemical species or methodologies related to other PBs.",7.185,,,,,,,,,PB3,8.238
7d15d84ce20e,llm_judged,qwen2.5:3b,,photosynthetically active radiation (PAR); photosynthetically active radiation (PAR+UV-A radiation (UV-A); photosynthetically active radiation (PAR+ UV-A+UV-B radiation (UV-B),photoinhibition of photosynthesis; kinetics of recovery in zoospores; ultraviolet radiation (UVR) effectively delays photosynthetic recovery,measured,biology,6,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""photosynthetically active radiation (PAR)"",
    ""photosynthetically active radiation (PAR+UV-A radiation (UV-A)"",
    ""photosynthetically active radiation (PAR+ UV-A+UV-B radiation (UV-B)""
  ],
  ""biological_observations"": [
    ""photoinhibition of photosynthesis"",
    ""kinetics of recovery in zoospores"",
    ""ultraviolet radiation (UVR) effectively delays photosynthetic recovery""
  ],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",2.494,,,PB3(6),6,qwen2.5:14b,PB3,High,None,"PB1, PB7","The research measures the impact of different radiation spectra, including UV-B radiation due to stratospheric ozone depletion, on photosynthetic recovery in zoospores of Arctic kelp species. The study quantifies how these species respond to varying levels of PAR, UV-A, and UV-B radiation, focusing explicitly on photoinhibition and recovery kinetics under conditions that simulate increased ultraviolet exposure from ozone layer thinning. This aligns with PB3's core definition of stratospheric ozone depletion affecting surface-level UV radiation. The small extractor model's physical_metrics and biological_observations support this focus, while the keyword scorer correctly identified a connection to ozone depletion.",7.088,,,,,,,,,PB3,9.586
fc1441e078b0,llm_judged,qwen2.5:3b,CO; CH4,,,measured,earth_sciences,2,"{
  ""chemical_species"": [""CO"", ""CH4""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.0,,,PB1(6),6,qwen2.5:14b,PB9,High,PB1,"PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the measurement of atmospheric carbon monoxide (CO) and methane (CH4) using satellite data from TROPOMI. The retrieval algorithm WFM-DOAS is used to determine column-averaged dry air mole fractions XCO and XCH4, which are crucial for assessing their impact on climate change and air quality. While the abstract mentions CH4 as a greenhouse gas contributing to human-induced climate change, it does not model or measure climate variables directly but rather focuses on atmospheric constituents. The small extractor and keyword overlap scorer suggested potential relevance to PB1 due to methane's role in climate change, but this is overridden by the focus on chemical species measurement.",8.626,,,,,,,,,PB9,9.631
50137c06d495,llm_judged,qwen2.5:3b,BrO; CaCO3; HNO3; H2SO4; ikaite; calcite,alkalinity; Cl/Br ratio,,modelled,chemistry,8,"{
  ""chemical_species"": [""BrO"", ""CaCO3"", ""HNO3"", ""H2SO4"", ""ikaite"", ""calcite""],
  ""physical_metrics"": [""temperature"", ""alkalinity"", ""Cl/Br ratio""],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""chemistry""
}",1.586,,,PB3(3),3,qwen2.5:14b,PB3,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the simulation of ozone depletion events (ODEs) in polar marine boundary layers using the FREZCHEM model, which examines the role of calcium carbonate precipitation and its impact on alkalinity. The core variable being modeled is the chemical process leading to ODEs, directly related to stratospheric ozone depletion. This aligns with PB3's Core Definition and UPV Context regarding ozone-layer terms. While the small extractor identified methodology as modelled and chemicals relevant to PB3, it did not capture the broader context of ozone depletion explicitly mentioned in the abstract.",7.221,,,,,,,,,PB3,8.81
3159c4d063f0,llm_judged,qwen2.5:3b,,oxygen; wind,productivity; OMZ,modelled,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""oxygen"", ""wind""],
  ""biological_observations"": [""productivity"", ""OMZ"", ""denitrification""],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.305,,,PB1(6),6,qwen2.5:14b,PB1,High,"PB5, PB7","PB2, PB3, PB4, PB6, PB8, PB9","The research models the impact of changes in Indian monsoon wind intensity on oxygen minimum zones (OMZs) and productivity in the Arabian Sea. The primary variable being modelled is the response of OMZs to climate-driven wind perturbations, which directly relates to biogeochemical cycles and ocean deoxygenation under changing climatic conditions. This aligns with PB1's focus on human-induced climate change affecting marine systems. While there are mentions of productivity and OMZ expansion, these are secondary ecological responses to the primary forcing of climate-driven wind changes.",8.186,,,,,,,,,PB1,9.495
da697160487b,llm_judged,qwen2.5:3b,surface tracers; stratosphere,resolution; model resolution; meridional transport; vertical mixing; tracer lifetime; ERA40 simulation; interannual variability,,measured,earth_sciences,9,"{
  ""chemical_species"": [""surface tracers"", ""stratosphere""],
  ""physical_metrics"": [""resolution"", ""model resolution"", ""meridional transport"", ""vertical mixing"", ""tracer lifetime"", ""ERA40 simulation"", ""interannual variability""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.637,,,PB9(3),3,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The research measures the transport of idealized tracers in different model resolutions and meteorological conditions, focusing on meridional transport and vertical mixing. This operational object aligns with PB9 due to its focus on atmospheric aerosol loading and tracer transport mechanisms. The small extractor's physical_metrics and keyword overlap scorer's indication towards PB9 corroborate this choice.",5.815,,,,,,,,,PB9,7.456
f89be8cffe97,llm_judged,qwen2.5:3b,,latitude; vortex,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""latitude"", ""vortex""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.985,,,,0,qwen2.5:14b,PB3,High,None,"PB1, PB2, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the measurement and comparison of ozone quantities in polar regions, specifically addressing the reliability of different measures for assessing chemical ozone loss. The primary variable under investigation is total column ozone and its correlation with actual chemical ozone loss within the polar vortex. This aligns directly with PB3's core definition concerning stratospheric ozone depletion.",5.642,,,,,,,,,PB3,6.631
cab713fe6b41,llm_judged,qwen2.5:3b,,,,mentioned,engineering,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""engineering""
}",0.837,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the healthiness of built environments and their impact on human well-being, comparing various building certification systems. The primary focus is on user-centered design and environmental quality certifications that aim to improve occupants' health and well-being. This research does not measure or model any biophysical variables related to Planetary Boundaries but rather discusses social and governance aspects. Therefore, it falls outside the scope of PBs.",5.863,,,,,,,,,None,6.702
9ba110d31936,llm_judged,qwen2.5:3b,volcanic ash,cloud; aerosol layer; wind; attenuated backscatter profile; AOD; optical depth; aerosol size distribution; aerosol extinction profile,,none,earth_sciences,9,"{
  ""chemical_species"": [""volcanic ash""],
  ""physical_metrics"": [
    ""cloud"",
    ""aerosol layer"",
    ""radiation"",
    ""temperature"",
    ""pressure"",
    ""wind"",
    ""atmospheric pressure"",
    ""atmospheric temperature"",
    ""atmospheric humidity"",
    ""atmospheric density"",
    ""attenuated backscatter profile"",
    ""AOD"",
    ""optical depth"",
    ""aerosol size distribution"",
    ""aerosol extinction profile""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured|modelled"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.867,,,PB9(6),6,qwen2.5:14b,PB9,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8","The abstract focuses on the measurement and tracking of volcanic aerosol layers injected into the atmosphere by the Calbuco volcano eruption. The study uses satellite data, lidar systems, and sunphotometers to monitor the spatial and temporal distribution of these aerosols over a large geographical area. This operational object aligns with PB9's core definition of atmospheric aerosol loading due to human activity or natural events like volcanic eruptions.",6.413,,,,,,,,,PB9,9.285
c95e30752adf,llm_judged,qwen2.5:3b,N2O,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""N2O""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.974,,,,0,qwen2.5:14b,PB1,High,PB4,PB3,"The abstract focuses on measuring the mitigation potential of various agricultural practices to reduce N2O emissions from soils, a potent greenhouse gas. The primary variable being quantified is N2O emissions and their reduction through different practices. This aligns with PB1 (Climate Change) due to its direct relation to greenhouse gases and climate impacts. While the abstract mentions ozone-depleting substances, it does not delve into stratospheric ozone depletion mechanisms or CFC substitution, thus excluding PB3.",6.261,,,,,,,,,PB1,7.238
9153f4dcf3d6,llm_judged,qwen2.5:3b,,precise simulations; initial and boundary conditions; high-resolution simulations; surface data; radar data; extreme precipitation; wind gusts,,measured,earth_sciences,7,"{
  ""chemical_species"": [],
  ""physical_metrics"": [
    ""precise simulations"", 
    ""initial and boundary conditions"", 
    ""high-resolution simulations"", 
    ""surface data"", 
    ""radar data"", 
    ""extreme precipitation"", 
    ""wind gusts""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.363,,,,0,qwen2.5:14b,None,N/A,None,PB1,"The paper focuses on verifying the accuracy of simulations performed using the Weather Research and Forecasting Model (WRF) for a severe weather event. While climate change is mentioned in the introduction, it does not play an active role in the methodology or results. The primary focus is on improving simulation techniques rather than analyzing climate impacts directly. The small extractor identified physical metrics related to simulations but did not indicate any direct measurement of climate variables.",11.767,,,,,,,,,None,21.132
7c0bf746ba69,llm_judged,qwen2.5:3b,lead; arsenic; zinc,,,measured,earth_sciences,3,"{
  ""chemical_species"": [""lead"", ""arsenic"", ""zinc""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",11.523,,,,0,qwen2.5:14b,PB8,High,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7","The abstract describes the measurement of heavy metal pollution in sediment samples from Deception Bay, focusing on enrichment factors and contamination indices for lead, arsenic, zinc, and other metals. This analysis falls under PB8 due to the release of synthetic chemicals (heavy metals) into the environment with potential harmful effects. The small extractor identified chemical species but did not detect any physical metrics or biological observations, aligning with the focus on pollution from novel entities.",15.374,,,,,,,,,PB8,26.9
670ceeb7641d,llm_judged,qwen2.5:3b,,global occurrence; geographic distribution of karst; karst in various topographic settings and coastal areas; karst in different climatic zones; populations living on karst,,measured,earth_sciences,5,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""global occurrence"", ""geographic distribution of karst"", ""karst in various topographic settings and coastal areas"", ""karst in different climatic zones"", ""populations living on karst""],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.216,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The study measures the global occurrence and geographic distribution of karst regions, including their topographic settings, climatic zones, and populations. The focus is on describing the spatial extent and characteristics of karst areas rather than any direct biophysical impact or forcing related to Planetary Boundaries. The small extractor identified physical metrics but no chemical species or biological observations, aligning with the abstract's content.",14.693,,,,,,,,,None,23.912
fa215acb1461,llm_judged,qwen2.5:3b,Cd; Cu; Ni; Zn; Fe; Pb; Cr; Mn,salinity; temperature; turbidity; pH; dissolved oxygen,,measured,earth_sciences,13,"{
  ""chemical_species"": [""Cd"", ""Cu"", ""Ni"", ""Zn"", ""Fe"", ""Pb"", ""Cr"", ""Mn""],
  ""physical_metrics"": [
    ""salinity"",
    ""temperature"",
    ""turbidity"",
    ""pH"",
    ""dissolved oxygen""
  ],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",9.879,,,PB9(3),3,qwen2.5:14b,PB8,Medium,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB9","The study measures the distribution and geochemical behavior of heavy metals in the dissolved phase and suspended particulate matter within Mar Chiquita Coastal Lagoon. The focus is on environmental contamination by these metals, which are linked to intensive agriculture practices in the drainage basin. This aligns with PB8's core definition concerning synthetic chemicals and persistent substances released into the environment. While there was no explicit mention of novel entities or engineered materials, heavy metal pollution fits within the broader context of harmful Earth-system effects.",18.919,,,,,,,,,PB8,28.801
4b96859cedec,llm_judged,qwen2.5:3b,,,,mentioned,social_sciences,0,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""social_sciences""
}",2.732,,,PB1(3),3,qwen2.5:14b,None,N/A,None,PB1,"The abstract discusses the social and economic impacts of climate change through progressive protests and mobilizations. However, it does not measure or model any biophysical variables related to climate change; instead, it uses climate change as a motivational context for broader discussions on industrial civilization's burden. The small extractor and keyword overlap scorer did not identify any relevant physical metrics or chemical species, supporting the conclusion that this is purely social science without direct measurement of planetary boundaries.",56.294,,True,None,High,"The abstract discusses climate change in a social and economic context but does not measure, model, or impose scenarios related to it. The focus is on the societal response to industrial civilization's impacts rather than an active study of climate variables.",PB1,12.168,,None,71.197
437469852fd9,llm_judged,qwen2.5:3b,,climate; Earth system models,,mentioned,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""climate"", ""Earth system models""],
  ""biological_observations"": [],
  ""methodology"": ""mentioned"",
  ""disciplinary_frame"": ""earth_sciences""
}",2.051,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of climate and Earth system models to reconstruct past climatic events, emphasizing the epistemological blurring between data and model in paleoclimatology. The focus is on the methodology and theoretical framework rather than direct measurement or modeling of specific biophysical variables within Planetary Boundaries. Therefore, this research does not measure, model, or experimentally manipulate any operational objects that align with a specific PB.",6.676,,,,,,,,,None,8.729
e07e1529f98b,llm_judged,qwen2.5:3b,,,deep roots,measured,earth_sciences,1,"{
  ""chemical_species"": [],
  ""physical_metrics"": [],
  ""biological_observations"": [""deep roots""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.955,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the study of deep roots in plants and their ecological significance. The focus is on understanding the biological observations related to plant root systems, which does not align with any specific Planetary Boundary framework as it pertains more to fundamental biology than direct environmental impact or biophysical measurement.",4.854,,,,,,,,,None,5.81
35031d18c0c9,llm_judged,qwen2.5:3b,,mesoscale eddy,prokaryotic activity; community structure; microbial activity,measured,earth_sciences,4,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""mesoscale eddy""],
  ""biological_observations"": [""prokaryotic activity"", ""community structure"", ""microbial activity""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.306,,,,0,qwen2.5:14b,PB7,High,None,"PB1, PB2, PB4, PB5, PB6, PB8, PB9","The research measures the effects of mesoscale eddies on prokaryotic assemblage structure and activity in oceanic environments. The focus is clearly on biological observations within a marine context, specifically examining microbial community dynamics. This aligns with PB7 due to its emphasis on biodiversity and ecosystem responses. Neither chemical species nor physical metrics indicative of other planetary boundaries are quantified or modeled.",5.82,,,,,,,,,PB7,7.127
b9e1bf330baf,llm_judged,qwen2.5:3b,stuttgartiensis; acetate; formate,,Kuenenia stuttgartiensis; anammox bacteria; carbon metabolism; metabolic networks; central carbon metabolism; aerobic ammonium-oxidizing (anammox) bacteria; energy-efﬁcient removal of nitrogen from wastewater,measured,biology,10,"{
  ""chemical_species"": [""stuttgartiensis"", ""acetate"", ""formate""],
  ""physical_metrics"": [],
  ""biological_observations"": [""Kuenenia stuttgartiensis"", ""anammox bacteria"", ""carbon metabolism"", ""metabolic networks"", ""central carbon metabolism"", ""aerobic ammonium-oxidizing (anammox) bacteria"", ""energy-efﬁcient removal of nitrogen from wastewater""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""biology""
}",2.106,,,PB4(3),3,qwen2.5:14b,PB4,High,None,"PB1, PB7","The research measures the central carbon metabolism of anammox bacteria using 13C and 2H isotope tracing, metabolomics, and metabolic flux analysis. This study focuses on nitrogen biogeochemistry by resolving metabolic pathways involved in CO2 fixation and amino acid biosynthesis. The primary focus aligns with PB4 due to its direct relation to the nitrogen cycle and nutrient flows disrupted by human activity.",5.26,,,,,,,,,PB4,7.369
730088fdf1e2,llm_judged,qwen2.5:3b,NH4 +; soluble reactive P (SRP),,streams; nutrient spiraling; release; uptake; nitrogen; phosphorus,measured,earth_sciences,8,"{
  ""chemical_species"": [""NH4 +"", ""soluble reactive P (SRP)""],
  ""physical_metrics"": [],
  ""biological_observations"": [""streams"", ""nutrient spiraling"", ""release"", ""uptake"", ""nitrogen"", ""phosphorus""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.626,,,,0,qwen2.5:14b,PB4,High,None,"PB1, PB5, PB7","The research measures the net and gross uptake of nutrients (NH4+ and SRP) in streams, focusing on release processes that counterbalance nutrient uptake. This biogeochemical analysis directly addresses disruptions to nitrogen and phosphorus cycles due to human activity, aligning with PB4's core definition. The abstract clearly quantifies these nutrient flows, distinguishing it from mere background context.",5.243,,,,,,,,,PB4,6.874
00050f80240e,llm_judged,qwen2.5:3b,NH3,,,modelled,engineering,1,"{
  ""chemical_species"": [""NH3""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""modelled"",
  ""disciplinary_frame"": ""engineering""
}",0.988,,,,0,qwen2.5:14b,PB4,High,PB1,"PB2, PB3, PB5, PB6, PB7, PB8, PB9","The abstract describes a modeling framework that integrates the EPIC model with an air quality model to estimate ammonia (NH3) emissions from agricultural soils in the United States. The focus is on quantifying NH3 emissions, which are directly linked to nitrogen biogeochemical flows and their environmental impacts. This aligns clearly with PB4's core definition of disrupting nitrogen cycles due to human activity. While climate change is mentioned as a future consideration for policy evaluation, it does not constitute the primary analytical focus.",7.178,,,,,,,,,PB4,8.169
6039788ff154,llm_judged,qwen2.5:3b,,environmental,ecological responses,measured,earth_sciences,2,"{
  ""chemical_species"": [],
  ""physical_metrics"": [""environmental""],
  ""biological_observations"": [""ecological responses"", ""organisms"", ""populations"", ""ecosystems""],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",1.19,,,,0,qwen2.5:14b,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses environmental mutagenesis during the end-Permian ecological crisis, focusing on biological observations of ecological responses to a past environmental stress event. The primary variable being studied is the impact of environmental changes on biodiversity and ecosystem integrity rather than any direct measurement or modeling of current biophysical boundaries. Therefore, this research does not align with the operational definitions provided for Planetary Boundaries in the context of contemporary environmental issues.",5.82,,,,,,,,,None,7.011
3c0c667b5363,llm_judged,qwen2.5:3b,MTTCs,,,measured,earth_sciences,1,"{
  ""chemical_species"": [""MTTCs""],
  ""physical_metrics"": [],
  ""biological_observations"": [],
  ""methodology"": ""measured"",
  ""disciplinary_frame"": ""earth_sciences""
}",0.957,,,,0,qwen2.5:14b,PB2,High,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The paper measures the relative abundances of methyltrimethyltridecylchromans (MTTCs) as a proxy for riverine freshwater incursions into marine environments under anoxic conditions. This study focuses on sedimentary organic matter preservation and stratification, which is directly related to oceanic processes but does not explicitly address current climate change or anthropogenic impacts relevant to PB1. The abstract discusses historical events and uses biomarker parameters without quantifying modern biophysical variables that would activate other PBs.",6.62,,,,,,,,,PB2,7.579
