doc_id,llm_primary_pb,llm_primary_conf,llm_secondary_pbs,llm_rejected_pbs,llm_reasoning,inference_time_sec
cab713fe6b41,None,N/A,None,None,"The abstract discusses the importance of Indoor Environmental Quality (IEQ) and its influence on human health and well-being, focusing on building technologies and environmental effects. However, it does not provide any direct biophysical measurements or ecological responses that would align with the core definitions of the Planetary Boundaries framework. The text is primarily concerned with social and economic aspects related to sustainability and user-centered design in architecture. It mentions certifications like LEED, BREEAM, and WELL but lacks explicit references to climate change impacts, ocean acidification, stratospheric ozone depletion, biogeochemical flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. Applying the Exclusion Rule strictly, this abstract does not meet the criteria for any Planetary Boundaries due to its thematic focus on social and economic dimensions rather than direct environmental impacts.",7.770979881286621
9ba110d31936,PB9,High,None,PB1,"The abstract discusses the injection of volcanic aerosols into the atmosphere following an eruption, their dispersion over a large geographical area, and the use of remote sensing techniques to track these particles. The study explicitly measures Aerosol Optical Depth (AOD) and particulate matter using satellites like CALIPSO, MODIS, OMPS, and ground-based lidar systems. These measurements directly relate to atmospheric aerosols and their impact on air quality and regional climate patterns. While the abstract does not mention direct biophysical impacts of greenhouse gases or warming that would activate PB1, it clearly identifies particulate matter and AOD, which are core terms for PB9. The study focuses on tracking volcanic ash layers and their transport over long distances, providing detailed information about aerosol properties and distribution. This aligns with the activation logic for PB9 but does not meet the criteria for other planetary boundaries.",8.4952552318573
c95e30752adf,PB1,High,PB3,PB2,"The abstract discusses nitrous oxide (N2O) emissions from agricultural soils, which is a potent greenhouse gas and key ozone-depleting substance. The study focuses on the mitigation of N2O emissions through various agricultural practices, including enhanced-efficiency fertilizers, drip irrigation, biochar application, and optimization of fertilizer rates. These practices are directly related to reducing greenhouse gas emissions (PB1) and mitigating ozone depletion potential (PB3). However, while the abstract mentions both PB1 and PB3 terms, it does not explicitly discuss the direct biophysical impacts on the stratospheric ozone layer or pH changes in marine environments that would be required for a definitive assignment of PB2. The study's primary focus is on greenhouse gas emissions and their mitigation, which aligns strongly with PB1. Additionally, while there are references to N2O as an ozone-depleting substance, the core emphasis remains on climate change mitigation rather than direct impacts on stratospheric ozone.",9.586028099060059
9153f4dcf3d6,PB1,Medium,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the simulation of severe weather events using the Weather Research and Forecasting Model (WRF) under different initial and boundary conditions. The study focuses on evaluating the accuracy of these simulations against surface and radar data for a derecho event in Poland. While climate change is mentioned as a backdrop, the primary focus is on improving the precision of weather simulation models rather than measuring greenhouse gas emissions or direct biophysical impacts of climate change. However, severe weather events are a consequence of changing climatic conditions, which can be considered under PB1's broader context of ecological responses to warming and altered climate patterns. Applying the Anti-Overfiltering clause, we must acknowledge that studying severe weather phenomena in the context of climate change is relevant to PB1. The study does not engage with any other Planetary Boundaries explicitly.",8.949532985687256
7c0bf746ba69,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes the analysis of sediment samples from Deception Bay for heavy metal pollution, calculating enrichment factors and contamination indices. While it mentions significant pollution by lead and other heavy metals, the primary focus is on environmental monitoring and assessment rather than direct biophysical impacts or ecological responses to climate change. The study does not explicitly address any core definitions related to Planetary Boundaries such as greenhouse gas emissions (PB1), ocean acidification (PB2), stratospheric ozone depletion (PB3), nutrient flows (PB4), freshwater use (PB5), land-system changes (PB6), biosphere integrity (PB7), novel entities (PB8), or atmospheric aerosol loading (PB9). The analysis is primarily concerned with pollution indices and sediment quality, which does not directly align with the core definitions of any Planetary Boundaries. Applying the Exclusion Rules strictly, this study should be rejected for all PBs as it lacks explicit biophysical measurements or environmental impacts that would trigger a specific Planetary Boundary.",9.982216358184814
670ceeb7641d,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract provides a detailed statistical evaluation of the World Karst Aquifer Map (WOKAM) focusing on the global distribution and characteristics of karst regions, including their geographic distribution, topographic settings, climatic zones, and populations living in these areas. While it discusses natural resources such as freshwater and biodiversity, there is no explicit mention of biophysical impacts or environmental degradation that would directly relate to any Planetary Boundaries (PBs). The study does not measure emissions, climate change effects, ocean acidification, ozone depletion, nutrient flows, water use, land system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. It is primarily a descriptive and statistical analysis of karst regions without direct biophysical measurements or environmental impacts.",8.208187818527222
fa215acb1461,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the distribution and geochemical behavior of heavy metals in Mar Chiquita Coastal Lagoon, focusing on their presence in both dissolved and particulate phases. The study measures hydrological parameters (salinity, temperature, turbidity, pH, and dissolved oxygen) along with concentrations of various heavy metals over a two-year period. While the research is clearly environmental and involves biophysical measurements, it does not explicitly address any core definitions or UPV context terms related to Planetary Boundaries such as climate change, ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. The study focuses on heavy metal pollution and its distribution in a coastal lagoon system but does not provide evidence of direct impacts on the core definitions of any Planetary Boundaries. Applying the Exclusion Rules strictly, this paper should be rejected for PB1 through PB9 as it lacks explicit connections to these biophysical boundaries.",9.934037208557129
4b96859cedec,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the expansion of global economic and social justice movements, focusing on protests against industrial civilization due to its negative impacts. While it mentions climate change effects, the primary focus is on socio-economic and political aspects rather than direct biophysical measurements or ecological responses. The text does not provide explicit data related to greenhouse gas emissions, warming, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system changes, biodiversity loss, novel entities, or atmospheric aerosols. Therefore, applying the Exclusion Rules strictly, this abstract should be rejected for all Planetary Boundaries as it lacks direct biophysical metrics and environmental data.",7.148934364318848
437469852fd9,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the use of climate and Earth system models to reconstruct past climatic events, emphasizing the epistemological aspects of paleoclimatology. It does not contain explicit measurements or direct biophysical impacts related to any Planetary Boundaries (PBs). The text focuses on theoretical and philosophical discussions rather than empirical data or environmental degradation. Therefore, it does not meet the criteria for activation based on core definitions and applied terms in the UPV context.",6.018354654312134
e07e1529f98b,None,N/A,None,None,"The abstract is a review article discussing the importance and methods of studying deep roots in plants. It does not contain explicit references to any biophysical metrics or environmental impacts that would directly relate to the core definitions of the Planetary Boundaries (PBs). The terms 'deep roots' and 'ecology' are too generic without specific context related to climate change, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. Applying the Exclusion Rules strictly, this review does not meet the criteria for any of the PBs as it lacks explicit biophysical measurements or environmental degradation language.",6.2645649909973145
35031d18c0c9,None,N/A,None,None,"The abstract focuses on the effects of mesoscale eddies on prokaryotic assemblage structure and activity in the ocean. The study does not explicitly mention any terms related to greenhouse gas emissions, warming, or climate change impacts that would directly activate PB1. Similarly, there are no explicit references to pH changes, acidification, or carbonate chemistry that would trigger PB2. The research is purely ecological and biophysical without delving into the specific planetary boundary definitions provided. Applying the Exclusion Rule strictly, this study does not meet the criteria for any of the Planetary Boundaries listed.",5.777409791946411
b9e1bf330baf,None,N/A,None,PB4,"The abstract discusses the metabolic networks of anammox bacteria, specifically focusing on their carbon metabolism and nitrogen removal from wastewater. The study uses biogeochemical methods such as 13C and 2H isotope tracing to understand central carbon metabolism in Kuenenia stuttgartiensis. While this research involves detailed analysis of nutrient cycles (nitrogen), it does not explicitly address the broader disruption of nitrogen or phosphorus cycles that would trigger PB4. The study's primary focus is on metabolic pathways rather than environmental impacts, and there are no explicit references to nutrient loading, eutrophication, or biogeochemical cycle disruption. Therefore, while this research falls under a relevant scientific context for understanding biogeochemical processes, it does not meet the criteria for PB4 due to the lack of direct ecological impact language.",7.718787431716919
730088fdf1e2,None,N/A,None,PB4,"The abstract discusses the biogeochemical processes of nutrient spiraling in streams, focusing on net and gross uptake rates of nitrogen (NH4+) and phosphorus (SRP). The study measures release (R) as a critical component to understand short-term biogeochemical steady state. While it mentions essential nutrients like N and P, the primary focus is on ecological processes rather than direct human-driven disruption or environmental degradation that would explicitly trigger PB1, PB2, PB3, PB5, PB6, PB7, PB8, or PB9. The study does not mention any anthropogenic activities leading to nutrient loading beyond natural stream dynamics and biogeochemical cycles. Therefore, while the research is highly relevant to understanding ecological responses in streams, it does not meet the criteria for assigning a Planetary Boundary due to the lack of explicit human-driven disruption.",7.885353088378906
00050f80240e,PB4,High,None,"PB1, PB2, PB3, PB5, PB6, PB7, PB8, PB9","The abstract discusses the modeling of ammonia (NH3) emissions resulting from inorganic nitrogen fertilizer applications to agricultural soils. The study explicitly mentions biophysical metrics such as NH3 emissions, soil processes, and meteorology, which are directly related to nutrient flows and their environmental impacts. While it does not mention ocean acidification, stratospheric ozone depletion, freshwater use, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading in a manner that would activate those boundaries based on the provided definitions and UPV contexts, the core biophysical impact of nitrogen emissions aligns with PB4 (Biogeochemical Flows). The study does not focus solely on economic or social aspects but rather on the environmental impacts of agricultural practices. Therefore, it must be assigned to PB4 while ensuring no over-rejection occurs.",9.045635461807251
6039788ff154,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses environmental mutagenesis during the end-Permian ecological crisis, focusing on paleontological and geological evidence. It does not mention any contemporary biophysical metrics or direct measurements related to current environmental degradation or anthropogenic impacts. The terms used are primarily historical and focused on past events rather than present-day planetary boundaries. Therefore, applying the Exclusion Rule strictly, this abstract should be rejected for all Planetary Boundaries as it lacks explicit connections to modern biophysical impacts.",6.0976340770721436
3c0c667b5363,PB2,Medium,None,"PB1, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the development of persistent anoxia and euxinia in marine environments due to salinity-related stratification, which is a core concept related to ocean acidification (PB2) as it pertains to changes in water chemistry. The study introduces a novel molecular proxy using MTTCs to indicate riverine freshwater incursions into paleoreefs under conditions of anoxia and euxinia. While the abstract does not explicitly mention pH, acidification, or carbonate chemistry, it discusses stratification and anoxia which are closely related to ocean acidification processes. The core biophysical metric here is the development of anoxic and euxinic conditions in marine environments due to freshwater incursions, which can lead to changes in water chemistry that affect marine life and ecosystems. Applying the Anti-Overfiltering clause, this study measures actual environmental impacts on marine systems, thus it should not be over-rejected despite lacking explicit terms like 'pH' or 'acidification'.",9.940722703933716
cf94a74b8764,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the dynamics of prokaryotic groups in the coastal North Sea, specifically during a Phaeocystis globosa bloom. The study uses MICRO-CARD-FISH to determine abundance and activity levels of various bacterial and archaeal groups over different seasons. While it discusses ecological responses such as changes in microbial community composition due to phytoplankton blooms, there is no explicit mention of biophysical impacts related to climate change (PB1), ocean acidification (PB2), stratospheric ozone depletion (PB3), or other planetary boundaries that require specific terms like pH, carbon emissions, nutrient loading, etc. The study's primary focus is on marine microbial ecology and does not cross into the realms of direct biophysical measurements or environmental degradation as defined by the Planetary Boundaries framework.",9.124971389770508
f191a837275d,PB1,High,None,PB4,"The abstract focuses on the measurement of dissolved inorganic carbon (DIC) concentrations and net community production (NCP) in the southeastern Bering Sea. The study discusses how DIC levels are influenced by primary production, calcium carbonate formation, and environmental factors such as sea ice melt and terrestrial inputs. While these measurements relate to biogeochemical processes, they do not explicitly mention nutrient flows or disruptions that would directly activate PB4. However, the abstract does discuss ecological responses to changing climate conditions, which aligns with the core definition of PB1 (Climate Change). The study's emphasis on how NCP can be an indicator of ecosystem function under a changing climate supports the inclusion of PB1.",6.977496385574341
c882a9731d06,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the trophic structure of ecosystems and how the nutritional quality of primary producers influences this structure. It mentions carbon cycling, nutrient storage, and ecosystem functions but does not explicitly refer to any direct biophysical impacts or environmental degradation that would directly activate a Planetary Boundary (PB). The study focuses on ecological processes rather than specific human-driven alterations like greenhouse gas emissions, land conversion, or novel entities. While the abstract touches upon anthropogenic changes in producer nutritional quality affecting ecosystems, it lacks explicit terms related to climate change, ocean acidification, stratospheric ozone depletion, biogeochemical flows, freshwater use, land-system change, biosphere integrity, atmospheric aerosol loading, or novel entities that would trigger a PB. Applying the Exclusion Rule strictly, this paper does not meet the criteria for any Planetary Boundary.",8.88328504562378
1a4300b95a49,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the chemical variations in soils and their relationship to subsurface water dynamics, focusing on hydropedologic units (HPUs) and the redistribution of elements via vertical and lateral podzolization. The study measures various soil properties such as Fed, Mnd, Alo, Feo, Lao, Ceo, Pro, and total organic C. While these measurements are highly specific to biogeochemical processes in soils, they do not directly relate to the core definitions of any Planetary Boundaries (PBs) listed above. The study does not explicitly mention terms related to climate change, ocean acidification, stratospheric ozone depletion, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading. Therefore, based on the strict exclusion rules and the need for explicit biophysical impacts or environmental degradation, this abstract should be rejected.",9.352357387542725
2ea3de6be731,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the measurement of δ15N and δ13C in particulate organic matter (POM) from spring phytoplankton dynamics in a nitrate- and ammonium-enriched coastal ecosystem. The study focuses on biogeochemical processes, specifically nitrogen and carbon isotope ratios as proxies for nutrient utilization and primary production. While the research involves detailed ecological measurements of marine ecosystems, it does not explicitly address human-driven changes to these systems or direct impacts on planetary boundaries such as climate change (PB1), ocean acidification (PB2), stratospheric ozone depletion (PB3), freshwater use (PB5), land-system change (PB6), biosphere integrity (PB7), novel entities (PB8), or atmospheric aerosol loading (PB9). The study is primarily focused on natural biogeochemical cycles and does not introduce synthetic substances, nor does it discuss anthropogenic impacts that would directly relate to the core definitions of these planetary boundaries. Therefore, based on the strict exclusion rules, this abstract should be rejected for all PBs.",10.814704656600952
b1fb9424d9f7,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the design and properties of reinforced ice structures, focusing on their thermophysical characteristics, construction parameters, and environmental and economic impacts. While it mentions sustainability and environmental friendliness, there is no explicit mention of biophysical metrics or ecological responses that would directly relate to any Planetary Boundaries (PBs). The primary focus is on the structural integrity and viability of reinforced ice as a building material, which does not align with the core definitions of PB1 through PB9. Applying the Exclusion Rule strictly, this paper should be excluded from assigning any PB due to its thematic nature in engineering and materials science without direct biophysical impacts or environmental degradation.",7.532884120941162
491cd02d01cd,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the geological and archaeological aspects of New Brunswick, focusing on bedrock geology, tectonic history, chert distribution in Early Carboniferous sediments, and groundwater vulnerability assessment using GIS modelling. The content is primarily concerned with historical and geological data without explicit mention of biophysical impacts or environmental degradation that would directly relate to the Planetary Boundaries framework. There are no terms related to climate change (PB1), ocean acidification (PB2), stratospheric ozone depletion (PB3), biogeochemical flows (PB4), freshwater use (PB5), land-system changes (PB6), biosphere integrity (PB7), novel entities (PB8), or atmospheric aerosol loading (PB9). The abstract does not contain any direct measurements of environmental impacts, ecological responses to climate change, or other biophysical metrics that would activate the Planetary Boundaries. Therefore, based on the strict exclusion rules and anti-overfiltering clause, this paper must be rejected for all PBs.",10.651487112045288
a8f8fca16a7f,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the biodiversity, global distribution, and ecological niches of suessiacean dinoflagellates using DNA metabarcoding. While this study is clearly focused on biological diversity and ecosystem roles, it does not explicitly measure or discuss any biophysical impacts related to climate change (PB1), ocean acidification (PB2), stratospheric ozone depletion (PB3), nutrient flows (PB4), freshwater use (PB5), land-system changes (PB6), atmospheric aerosol loading (PB9), or novel entities (PB8). The study does not mention any terms related to these planetary boundaries, and it is purely focused on ecological and biological aspects. Applying the Exclusion Rules strictly, this paper should be excluded from assigning any Planetary Boundaries as it lacks direct biophysical measurements or environmental degradation impacts.",8.714432716369629
81a2071c7d3b,None,N/A,None,PB9,"The abstract discusses the challenges and advancements in atmospheric correction for satellite-based multi- and hyper-spectral sensors, focusing on turbid coastal and inland waters and strongly-absorbing aerosols. While it mentions aerosol models and algorithms related to atmospheric correction, there is no explicit measurement or direct biophysical impact on particulate matter (PM2.5), black carbon, or AOD that would directly trigger PB9's core definition. The focus is more on the technological advancements in sensor technologies and algorithm development rather than the environmental impacts of aerosols themselves. Therefore, while it touches upon atmospheric conditions, it does not meet the strict criteria for PB9 activation due to a lack of explicit biophysical measurements or direct impact assessments.",6.749529600143433
7f70ba66f24a,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the downscaled projections of future precipitation patterns using global climate models (GCMs) and regional climate models (RCMs). The study focuses on comparing historical simulations with observed data and projecting future changes in precipitation for specific regions under a high greenhouse gas emission scenario. While it mentions 'greenhouse gas emissions' indirectly, the primary focus is on the biophysical impacts of these emissions on precipitation patterns and their implications for local climate projections. This directly aligns with PB1 (Climate Change) as it measures ecological responses to warming and altered climatic conditions. The study does not explicitly mention any other planetary boundaries such as ocean acidification, stratospheric ozone depletion, or biosphere integrity. Therefore, based on the Anti-Overfiltering clause, this abstract must be assigned to PB1 due to its direct measurement of climate impacts.",9.139339447021484
ab931c264219,None,N/A,None,PB5,"The abstract discusses the shortage of agricultural water from freshwater sources and its impact on food production. It mentions the development of midpoint and endpoint characterization factors for assessing these impacts, which are directly related to the assessment of freshwater consumption in relation to agricultural water scarcity. However, while this is a critical environmental issue, the text does not explicitly measure or describe biophysical impacts such as withdrawals, depletion, water stress, blue-water use, or environmental flow pressure. The focus is on developing methodologies for impact assessment rather than direct measurements of freshwater quantity or quality issues. Therefore, based on the exclusion rules and anti-overfiltering clause, this abstract should be rejected unless it explicitly mentions core terms related to freshwater use (PB5).",6.569791555404663
e94f3a3a8624,None,N/A,None,None,"The abstract discusses the derivation of healthy and sustainable food-based dietary guidelines (FBDG) for different target groups in the Netherlands. The study focuses on optimizing dietary patterns to meet nutritional requirements while minimizing environmental impact, particularly by excluding foods high in saturated fats, trans-fatty acids, salt, sugar, and low in dietary fibre. Although it mentions 'maximum limits for foods with a high environmental impact', there is no explicit measurement or direct biophysical impact related to any of the Planetary Boundaries (PBs). The study's primary focus is on social science aspects such as economic vulnerability, food security, and dietary guidelines rather than ecological responses or biophysical metrics. Applying the Exclusion Rule strictly, this paper does not qualify for any PB assignment.",6.84643816947937
e9722863b198,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the impacts of hydropower dam construction on riverine ecosystems, fisheries, agriculture, and biodiversity in the Mekong River Basin. It mentions significant reductions in fishery yields, rice production, maize production, GDP losses for Cambodia and Vietnam, and trade-offs between environmental damage and electricity generation benefits. The text explicitly addresses biophysical impacts such as loss of biodiversity and fisheries, which are direct ecological responses to human-driven changes (PB1). However, the primary focus is on socioeconomic and environmental damages rather than specific climate metrics or greenhouse gas emissions. Additionally, there is no explicit mention of ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading that would trigger other PBs directly. The exclusion rules prevent assigning any secondary PBs as the abstract does not provide specific biophysical measurements or environmental impacts related to these boundaries beyond climate change.",9.990806341171265
2cca03b7a82b,PB1,High,PB5,"PB2, PB3, PB4, PB6, PB7, PB8, PB9","The abstract discusses the impacts of climate change on water availability in arid and semi-arid regions, specifically focusing on temperature and precipitation changes projected by multiple greenhouse gas emission scenarios. The study uses a weather generator model to predict future climatic conditions for the Mosul Dam Reservoir in northern Iraq. It explicitly mentions 'greenhouse gas emissions' and evaluates the effects of global warming on water availability through climate change impacts (PB1). Additionally, it discusses potential water shortages due to increased evaporation rates, which directly ties into freshwater use concerns (PB5). The study does not mention any terms or concepts related to other planetary boundaries such as ocean acidification, stratospheric ozone depletion, biogeochemical flows, land-system change, biosphere integrity, novel entities, or atmospheric aerosol loading. Therefore, based on the strict exclusion rules and anti-overfiltering clause, PB1 is clearly identified due to its direct measurement of climate impacts, while PB5 is a secondary concern due to the discussion of water availability and management.",10.911521911621094
61c5ef71efb6,None,N/A,None,PB8,"The abstract discusses the menace of plastic waste and its accumulation in marine environments, which is a significant environmental issue. However, it does not provide explicit biophysical measurements or ecological responses related to any specific Planetary Boundary (PB). The text focuses on policy discussions regarding international cooperation under the Basel Convention to address plastic pollution. While plastic pollution can be harmful and falls under PB8 due to its synthetic nature, this abstract lacks direct measurement of novel entities in the environment. It is primarily a social science discussion about governance and policy rather than biophysical impacts or ecological responses.",5.597850561141968
9275249d37b1,None,N/A,None,None,"The abstract discusses the history and current state of French oyster culture, including species replacement due to diseases and production statistics. It mentions no direct biophysical measurements or environmental impacts that would explicitly relate to any Planetary Boundaries (PBs). The focus is on historical and production aspects rather than ecological responses, climate change, ocean acidification, or other biophysical metrics. Applying the Exclusion Rules strictly, there are no terms or concepts that align with the core definitions of PB1 through PB9.",5.027627944946289
c36b323b0cc5,PB1,High,None,"PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract describes a study using an intermediate complexity general circulation model to investigate the impact of changes in oceanic heat transport on global atmospheric circulation. The research focuses on how the atmosphere responds to imposed changes in oceanic heat transport, including alterations in temperature gradients and shifts in atmospheric cells such as the Hadley and Ferrel cells. While this involves climate-related phenomena, it does not explicitly measure greenhouse gas emissions or direct biophysical impacts of anthropogenic activities that would directly trigger PB1 (Climate Change). However, the study's focus on global thermodynamic properties and atmospheric circulation changes due to oceanic heat transport suggests a significant interaction with the Earth’s climate system. Given the Anti-Overfiltering Clause, which mandates not over-rejecting biophysical impacts of climate change, this abstract should be considered for PB1 despite lacking explicit terms like 'greenhouse gas emissions'. The study does not mention any other planetary boundaries explicitly.",9.669466018676758
3e713b4c8d88,PB5,High,PB4,"PB1, PB9","The abstract discusses the impact of agricultural practices on water deterioration and pollution, focusing specifically on grey water footprints (GWFP) in relation to precision agriculture and conservation tillage systems. The study measures leaching and associated grey WFs based on application rates and environmental factors, which directly relate to freshwater use and nutrient flows. While it mentions climate change as a contributing factor, the primary focus is on agricultural practices affecting water quality and quantity. Applying the Anti-Overfiltering clause, the biophysical impacts of these practices are clear indicators for PB5 (Freshwater Use) due to the explicit mention of water footprints and withdrawals. Additionally, the study's emphasis on nutrient application rates and leaching aligns with PB4 (Biogeochemical Flows). The Exclusion Rules prevent assigning PB1 or PB9 as there is no direct measurement of greenhouse gas emissions or particulate matter.",9.049782276153564
efb1b08a09c7,PB9,High,None,PB1,"The abstract discusses the quantification of impacts from approximations and assumptions in parameterizing bulk formulas for ocean-atmosphere interactions, focusing on momentum, heat, and freshwater exchanges. The study uses climatologies of wind stress, turbulent heat flux, and evaporation over a specific period (1982-2014) based on SST and surface meteorological state variables from ERA-Interim data. While the research involves climate-related parameters and processes, it does not explicitly measure greenhouse gas emissions or direct biophysical impacts of climate change. The primary focus is on methodological uncertainties in parameterization rather than explicit measurements of climatic changes or environmental degradation. Applying the Exclusion Rule for PB1, this study should not be classified under PB1 as it lacks explicit references to warming, mitigation, or climate-impact language. However, the core biophysical metrics and processes discussed are closely related to atmospheric aerosol loading (PB9) due to its focus on particulate matter interactions with solar radiation and air quality.",9.469314336776733
b2e0093480c9,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the concept of entropy in landscape architecture, particularly focusing on post-industrial landscapes and design processes. It mentions physical models involving salt crystallization, sand dispersal, sedimentation, and water flow as part of a design technique. However, these terms are used metaphorically to describe social and environmental challenges rather than providing direct biophysical measurements or ecological responses. The paper does not explicitly measure any core biophysical metrics related to the Planetary Boundaries framework such as greenhouse gas emissions, ocean pH, ozone depletion substances, nutrient flows, freshwater withdrawals, land cover conversion, biodiversity loss, novel entities, or atmospheric aerosols. Therefore, applying the Exclusion Rules strictly, this abstract should be rejected for not meeting the criteria of direct biophysical impacts.",8.118546724319458
e54a64612267,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract focuses on the analysis of rainfall intermittency using high-resolution data from tipping-bucket gauges across Sardinia. The study explores different aspects of rainfall variability, including fragmentation of rainfall support and intensity fluctuations. It employs various techniques to quantify these properties in the time domain and demonstrates spatial patterns related to synoptic circulation. While the research is highly detailed and involves environmental measurements, it does not explicitly address any direct biophysical impacts or ecological responses that would align with the core definitions of the Planetary Boundaries (PBs). The analysis is purely focused on meteorological data and variability without mentioning climate change drivers, ocean acidification, ozone depletion, nutrient flows, freshwater use, land-system changes, biodiversity loss, novel entities, atmospheric aerosols, or any other direct environmental degradation. Therefore, applying the Exclusion Rules strictly, this study does not meet the criteria for any of the PBs.",9.374925374984741
a4fb643800d7,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses atmospheric radionuclides and their activity concentrations in the troposphere, focusing on species with activity levels above 1 mBq/m3. The primary focus is on measuring and discussing radioactive substances such as radon (222Rn), thoron (220Rn), and other decay products like 85Kr, 14C, 37Ar, 7Be, and 212Pb. While these measurements are biophysical in nature, the abstract does not explicitly discuss any direct impacts on climate change, ocean acidification, stratospheric ozone depletion, nutrient flows, freshwater use, land-system changes, biosphere integrity, novel entities, or atmospheric aerosol loading beyond their presence and activity concentrations. The study is primarily concerned with the sources and distribution of these radionuclides rather than their environmental impacts on planetary boundaries. Applying the Exclusion Rules strictly, there are no clear connections to any specific Planetary Boundaries except for a potential indirect link to PB1 (Climate Change) due to radioactive substances' influence on climate patterns, but this is not explicitly stated or measured in the abstract.",11.224928855895996
6f65d7f2f5f8,PB6,High,None,"PB1, PB5","The abstract discusses the impacts of land-cover changes on hydrological and hydraulic processes in the Agusan River Basin (ARB). It mentions specific land cover transformations from forest to agricultural areas, built-up lands, and range lands. The study uses remote sensing and GIS techniques to map these changes over time and employs hydrologic and hydraulic models to assess their effects on discharge, flood depth, and extent. While the abstract includes terms like 'land-cover mapping' and 'spatial planning', it also explicitly mentions land conversion from forest to agricultural areas and built-up lands, which directly relate to natural land cover alteration (PB6). The study does not focus solely on methodological aspects but rather on the biophysical impacts of these changes. Therefore, applying the Anti-Overfiltering clause, this research clearly falls under PB6 due to its explicit description of land-cover conversion and its ecological consequences.",8.608229160308838
662818aff829,None,N/A,None,"PB1, PB2, PB3, PB4, PB5, PB6, PB7, PB8, PB9","The abstract discusses the concept of environmental friction arising from transboundary conditions and material flows, particularly focusing on atmospheric pollution and water usage impacts across borders. While it mentions biophysical phenomena such as air pollution and water rights issues, these are discussed in a social science context regarding geopolitical conflict and governance strategies rather than direct measurements or ecological responses to these phenomena. The abstract does not provide explicit data or analysis of particulate matter, aerosol loading, climate change impacts, ocean acidification, ozone depletion, biogeochemical flows, freshwater use, land-system changes, biosphere integrity, or novel entities. Therefore, while the content touches on environmental issues, it falls under social science and governance discussions without direct biophysical measurements or ecological responses that would activate any of the Planetary Boundaries.",8.498349905014038
